Record Type,Internal Name,Display Name,Category,Base Class,Spawn Status,NPC Slots,Runtime Slot Overrides,Life Max,Damage,Defense,NPC.boss,Friendly,Town NPC,Rule Method,Rule Weight,Progression,Biome,Depth,Time,Random Gate,Water,Conditions,Source File,Source Line
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0.095f,Pre-Hardmode + Hardmode + SuperHardmode,Jungle + Meteor,Caverns,Day,—,Excluded,(!(spawnInfo.Water)) && ((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (spawnInfo.Player.ZoneRockLayerHeight && Main.dayTime),NPCs/Enemies/Dworc/DworcAlchemist.cs,133
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0.035f,Pre-Hardmode + Hardmode + SuperHardmode,Jungle + Meteor,Caverns,Night,—,Excluded,(!(spawnInfo.Water)) && ((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight && Main.dayTime)) && (spawnInfo.Player.ZoneRockLayerHeight && !Main.dayTime),NPCs/Enemies/Dworc/DworcAlchemist.cs,134
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0.005f,Hardmode + SuperHardmode,Jungle + Meteor,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && ((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneRockLayerHeight && !Main.dayTime)) && (Main.hardMode && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneMeteor && !spawnInfo.Player.ZoneBeach && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson),NPCs/Enemies/Dworc/DworcAlchemist.cs,136
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0.005f,Hardmode + SuperHardmode,Jungle,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)) && (Main.hardMode && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneMeteor && !spawnInfo.Player.ZoneBeach && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson),NPCs/Enemies/Dworc/DworcAlchemist.cs,136
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,Jungle + Meteor,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && ((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneRockLayerHeight && !Main.dayTime)) && (!(Main.hardMode && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneMeteor && !spawnInfo.Player.ZoneBeach && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)),NPCs/Enemies/Dworc/DworcAlchemist.cs,138
NPC Spawn Rule,DworcAlchemist,Dworc Alchemist,Enemies,ModNPC,Natural spawn rules,3,—,500,42,14,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!((spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)) && (!(Main.hardMode && spawnInfo.Player.ZoneJungle && !spawnInfo.Player.ZoneMeteor && !spawnInfo.Player.ZoneBeach && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)),NPCs/Enemies/Dworc/DworcAlchemist.cs,138
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Required,(spawnInfo.Water),NPCs/Enemies/Dworc/DworcFleshhunter.cs,76
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,Dungeon,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (spawnInfo.Player.ZoneDungeon),NPCs/Enemies/Dworc/DworcFleshhunter.cs,80
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0.265f,Pre-Hardmode,Jungle,Surface,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight),NPCs/Enemies/Dworc/DworcFleshhunter.cs,84
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0.37f,Pre-Hardmode,Jungle,Underground or Caverns,Day,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight)) && (Main.dayTime && !Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)),NPCs/Enemies/Dworc/DworcFleshhunter.cs,88
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0.25f,Pre-Hardmode,Jungle,Underground or Caverns,Night,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight)) && (!(Main.dayTime && !Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight))) && (!Main.dayTime && !Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)),NPCs/Enemies/Dworc/DworcFleshhunter.cs,92
NPC Spawn Rule,DworcFleshhunter,Dworc Fleshhunter,Enemies,ModNPC,Natural spawn rules,1,—,100,42,18,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight)) && (!(Main.dayTime && !Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight))) && (!(!Main.dayTime && !Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight))),NPCs/Enemies/Dworc/DworcFleshhunter.cs,95
NPC Spawn Rule,DworcVenomsniper,Dworc Venomsniper,Enemies,ModNPC,Natural spawn rules,1,—,100,35,12,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Required,(spawnInfo.Water),NPCs/Enemies/Dworc/DworcVenomsniper.cs,76
NPC Spawn Rule,DworcVenomsniper,Dworc Venomsniper,Enemies,ModNPC,Natural spawn rules,1,—,100,35,12,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,Dungeon,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (spawnInfo.Player.ZoneDungeon),NPCs/Enemies/Dworc/DworcVenomsniper.cs,80
NPC Spawn Rule,DworcVenomsniper,Dworc Venomsniper,Enemies,ModNPC,Natural spawn rules,1,—,100,35,12,No,No,No,SpawnChance,0.2f,Pre-Hardmode,Jungle,Surface,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight),NPCs/Enemies/Dworc/DworcVenomsniper.cs,84
NPC Spawn Rule,DworcVenomsniper,Dworc Venomsniper,Enemies,ModNPC,Natural spawn rules,1,—,100,35,12,No,No,No,SpawnChance,0.345f,Pre-Hardmode,Jungle,Underground or Caverns,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight)) && (!Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)),NPCs/Enemies/Dworc/DworcVenomsniper.cs,88
NPC Spawn Rule,DworcVenomsniper,Dworc Venomsniper,Enemies,ModNPC,Natural spawn rules,1,—,100,35,12,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(spawnInfo.Player.ZoneDungeon)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && spawnInfo.Player.ZoneOverworldHeight)) && (!(!Main.hardMode && spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight))),NPCs/Enemies/Dworc/DworcVenomsniper.cs,91
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Required,(spawnInfo.Water),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,111
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.01f,Hardmode + SuperHardmode,Jungle + Meteor,Surface,Day,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (spawnInfo.Player.ZoneOverworldHeight && Main.dayTime),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,115
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.035f,Hardmode + SuperHardmode,Jungle + Meteor,Surface,Night,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight && Main.dayTime)) && (spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,116
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.025f,Hardmode + SuperHardmode,Jungle + Meteor,Underground,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime)) && (spawnInfo.Player.ZoneDirtLayerHeight),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,117
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.03f,Hardmode + SuperHardmode,Jungle + Meteor,Caverns,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (spawnInfo.Player.ZoneRockLayerHeight),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,118
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.045f,Hardmode + SuperHardmode,Jungle + Meteor,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (Main.hardMode && (spawnInfo.Player.position.X < 3600) && spawnInfo.Player.ZoneJungle),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,120
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0.045f,Hardmode + SuperHardmode,Jungle,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)) && (Main.hardMode && (spawnInfo.Player.position.X < 3600) && spawnInfo.Player.ZoneJungle),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,120
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0f,Hardmode + SuperHardmode,Jungle + Meteor,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson) && (!(spawnInfo.Player.ZoneOverworldHeight && Main.dayTime)) && (!(spawnInfo.Player.ZoneOverworldHeight && !Main.dayTime)) && (!(spawnInfo.Player.ZoneDirtLayerHeight)) && (!(spawnInfo.Player.ZoneRockLayerHeight)) && (!(Main.hardMode && (spawnInfo.Player.position.X < 3600) && spawnInfo.Player.ZoneJungle)),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,122
NPC Spawn Rule,DworcVoodooShaman,Dworc Shaman,Enemies,ModNPC,Natural spawn rules,1,—,750,0,28,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Excluded,(!(spawnInfo.Water)) && (!(Main.hardMode && (spawnInfo.Player.ZoneMeteor || spawnInfo.Player.ZoneJungle) && !spawnInfo.Player.ZoneDungeon && !spawnInfo.Player.ZoneCorrupt && !spawnInfo.Player.ZoneCrimson)) && (!(Main.hardMode && (spawnInfo.Player.position.X < 3600) && spawnInfo.Player.ZoneJungle)),NPCs/Enemies/Dworc/DworcVoodooShaman.cs,122
NPC,EarthFiendLich,Earth Fiend Lich,Bosses,ModNPC,No natural spawn method,10,—,350000,120,82,Yes,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/SuperHardMode/Fiends/EarthFiendLich.cs,18
NPC Spawn Rule,Eland,Eland,Enemies,ModNPC,Natural spawn rules,1,—,1000,60,6,No,No,No,SpawnChance,0f,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight))),NPCs/Enemies/Eland.cs,54
NPC Spawn Rule,Eland,Eland,Enemies,ModNPC,Natural spawn rules,1,—,1000,60,6,No,No,No,SpawnChance,0.05f,Hardmode + SuperHardmode,Jungle,Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(!(spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)))) && (Main.hardMode),NPCs/Enemies/Eland.cs,56
NPC Spawn Rule,Eland,Eland,Enemies,ModNPC,Natural spawn rules,1,—,1000,60,6,No,No,No,SpawnChance,0.02f,Pre-Hardmode,Jungle,Underground or Caverns,Day and night / unspecified,—,Unspecified,(!(!(spawnInfo.Player.ZoneJungle && (spawnInfo.Player.ZoneDirtLayerHeight || spawnInfo.Player.ZoneRockLayerHeight)))) && (!(Main.hardMode)),NPCs/Enemies/Eland.cs,56
NPC Spawn Rule,EvilEye,Evil Eye,Enemies,ModNPC,Natural spawn rules,100,—,400,(int)BaseContactDamage,5,No,No,No,SpawnChance,0f,Pre-Hardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!Main.hardMode),NPCs/Enemies/EvilEye.cs,118
NPC Spawn Rule,EvilEye,Evil Eye,Enemies,ModNPC,Natural spawn rules,100,—,400,(int)BaseContactDamage,5,No,No,No,SpawnChance,0f,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(!Main.hardMode)) && (!spawnInfo.Player.ZoneHallow || !spawnInfo.Player.ZoneOverworldHeight),NPCs/Enemies/EvilEye.cs,119
NPC Spawn Rule,EvilEye,Evil Eye,Enemies,ModNPC,Natural spawn rules,100,—,400,(int)BaseContactDamage,5,No,No,No,SpawnChance,0f,Hardmode + SuperHardmode,Hallow,Surface,Day and night / unspecified,—,Unspecified,(!(!Main.hardMode)) && (!(!spawnInfo.Player.ZoneHallow || !spawnInfo.Player.ZoneOverworldHeight)) && (NPC.AnyNPCs(ModContent.NPCType<EvilEye>())),NPCs/Enemies/EvilEye.cs,120
NPC Spawn Rule,EvilEye,Evil Eye,Enemies,ModNPC,Natural spawn rules,100,—,400,(int)BaseContactDamage,5,No,No,No,SpawnChance,0f,Hardmode + SuperHardmode,Hallow,Surface,Day and night / unspecified,—,Unspecified,(!(!Main.hardMode)) && (!(!spawnInfo.Player.ZoneHallow || !spawnInfo.Player.ZoneOverworldHeight)) && (!(NPC.AnyNPCs(ModContent.NPCType<EvilEye>()))) && (!Main.rand.NextBool(150)),NPCs/Enemies/EvilEye.cs,121
NPC Spawn Rule,EvilEye,Evil Eye,Enemies,ModNPC,Natural spawn rules,100,—,400,(int)BaseContactDamage,5,No,No,No,SpawnChance,0.3f,Hardmode + SuperHardmode,Hallow,Surface,Day and night / unspecified,1/150,Unspecified,(!(!Main.hardMode)) && (!(!spawnInfo.Player.ZoneHallow || !spawnInfo.Player.ZoneOverworldHeight)) && (!(NPC.AnyNPCs(ModContent.NPCType<EvilEye>()))) && (!(!Main.rand.NextBool(150))),NPCs/Enemies/EvilEye.cs,122
NPC,ExampleBoss,Example Boss,Bosses,BossBase,No natural spawn method,1,—,325000,50,35,No,No,No,None,—,—,—,—,—,—,—,—,NPCs/Bosses/ExampleBoss.cs,12
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,Jungle + Meteor,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor),NPCs/Enemies/FallenNecromancer.cs,55
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,1,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,1/350,Unspecified,(!(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor)) && (Main.hardMode && ((spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.3f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.4f)) || (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.4f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.6f)))) && ((spawnInfo.SpawnTileX < Main.maxTilesX * 0.45f || spawnInfo.SpawnTileX > Main.maxTilesX * 0.75f) && Main.rand.NextBool(350)),NPCs/Enemies/FallenNecromancer.cs,60
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,1,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,1/150,Unspecified,(!(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor)) && (!(Main.hardMode && ((spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.3f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.4f)) || (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.4f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.6f))))) && (Main.hardMode && (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.8f))) && (Main.rand.NextBool(150)),NPCs/Enemies/FallenNecromancer.cs,65
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,0,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor)) && (Main.hardMode && ((spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.3f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.4f)) || (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.4f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.6f)))) && (!((spawnInfo.SpawnTileX < Main.maxTilesX * 0.45f || spawnInfo.SpawnTileX > Main.maxTilesX * 0.75f) && Main.rand.NextBool(350))),NPCs/Enemies/FallenNecromancer.cs,68
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,0,Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor)) && (!(Main.hardMode && ((spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.3f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.4f)) || (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.4f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.6f))))) && (Main.hardMode && (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.8f))) && (!(Main.rand.NextBool(150))),NPCs/Enemies/FallenNecromancer.cs,68
NPC Spawn Rule,FallenNecromancer,Fallen Necromancer,Enemies,ModNPC,Natural spawn rules,1,—,4000,35,30,No,No,No,SpawnChance,0,Pre-Hardmode + Hardmode + SuperHardmode,General / Custom,Any / condition-defined depth,Day and night / unspecified,—,Unspecified,(!(spawnInfo.Player.townNPCs > 0f || spawnInfo.Player.ZoneJungle || spawnInfo.Player.ZoneMeteor)) && (!(Main.hardMode && ((spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.3f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.4f)) || (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.4f) && spawnInfo.SpawnTileY < (Main.maxTilesY * 0.6f))))) && (!(Main.hardMode && (spawnInfo.SpawnTileY >= (Main.maxTilesY * 0.8f)))),NPCs/Enemies/FallenNecromancer.cs,68
